,id,mention,cui,start_index,end_index,sentence,uniq_cui
5046,5522,lichaamsvet,['C0001527'],127,138,"Naar aanleiding van het werk van Rose Frisch onderzocht Howell de kritisch-vet-hypothese van Rose, dat een te laag gehalte van lichaamsvet bijdraagt aan onvruchtbaarheid.",C0001527
5047,5523,Tyr,['C0041485'],49,52,Het vierde elektron wordt door een geconserveerd Tyr244 geleverd.,C0041485
5048,5524,CO,['C0007012'],132,134,"Na grootschalige diefstal in emissierechten besloot Climex in 2011 te stoppen met haar hoofdactiviteit, spot trading (daghandel) in CO-emissierechten, en zich te richten op veilingen.",C0007012
5049,5525,1-butanol,['C0089147'],53,62,"1-broombutaan kan bereid worden door behandeling van 1-butanol met geconcentreerd waterstofbromide, in aanwezigheid",C0089147
5050,5526,getraumatiseerd,['C3203533'],116,131,"Deze zelfde problemen doen zich voor bij kinderen van mensen die ondergedoken waren, en bij kinderen van mensen die getraumatiseerd zijn doordat ze op jonge leeftijd veel naaste familie hebben verloren, of bij hun ouders zijn weggehaald.",C3203533
5051,5527,geheel verlamde,['C0034372'],54,69,"De film vertelt het verhaal van Philippe, een vrijwel geheel verlamde aristocraat op leeftijd, en Driss, een jonge ex-delinquent uit de banlieue van Parijs, en de bijzondere vriendschap die ontstaat tussen deze twee.",C0034372
5052,5528,Dracunculiasis,['C0013100'],56,70,"De Guineaworm (""Dracunculus medinensis""), die de ziekte Dracunculiasis veroorzaakt, behoort tot deze orde.",C0013100
5053,5529,encefalitis,['C0014038'],115,126,"Er bestaat echter een ander orthobunyavirus dat bij mensen wél ziekteverschijnselen geeft, dit La Crosse-virus kan encefalitis veroorzaken.",C0014038
5054,5530,Dracunculiasis,['C0013100'],56,70,"De Guineaworm (""Dracunculus medinensis""), die de ziekte Dracunculiasis veroorzaakt, behoort tot deze familie.",C0013100
5055,5531,Dracunculiasis,['C0013100'],56,70,"De Guineaworm (""Dracunculus medinensis""), die de ziekte Dracunculiasis veroorzaakt, behoort tot dit geslacht.",C0013100
5056,5532,chloride-,['C0008203'],26,35,"Als titrant wordt voor de chloride-, bromide-, jodide-, cyanide- of thiocyanaatbepaling een zilvernitraatoplossing gebruikt.",C0008203
5057,5533,bromide-,['C0006222'],37,45,"Als titrant wordt voor de chloride-, bromide-, jodide-, cyanide- of thiocyanaatbepaling een zilvernitraatoplossing gebruikt.",C0006222
5058,5534,ATP,['C0001480'],57,60,FotofosforyleringFotofosforylering is de productie van ATP door het gebruik van de energie uit het zonlicht.,C0001480
5059,5535,α-aminozuur,['C0002520'],61,72,"De Strecker-degradatie is een organische reactie waarbij een α-aminozuur wordt omgezet tot een aldehyde, via een imine als intermediair:",C0002520
5060,5536,vitriool,['C3536965'],151,159,"Het ""Oberherzogtum"" was een rijk mijnbouwgebied waar verschillende metalen, mineralen en grondstoffen gewonnen werden, waaronder zilver, lood, zwavel, vitriool, gips, leisteen, steenkool en zandsteen.",C3536965
5061,5537,alcoholverslaving,['C0001956'],142,159,"Sommige tranquillizers vinden ook toepassing als spierverslapper, anti-epilepticum of voor het onderdrukken van ontwenningsverschijnselen bij alcoholverslaving.",C0001956
5062,5538,basen,['C0597101'],187,192,"In het Ti-plasmide van agrobacteriën zijn aan de linker- en rechtergrens (left border (LB), right border (RB)), die in het plasmide het t-DNA (transfer-DNA) flankeren, herhalingen van 25 basen te vinden.",C0597101
5063,5539,onderkoeld,['C0020672'],107,117,"Soms heeft een dronkenmanscel vloerverwarming om te voorkomen dat iemand die bewusteloos op de grond ligt, onderkoeld raakt.",C0020672
5064,5540,atomen,['C0567415'],76,82,De moleculaire geometrie verwijst naar de driedimensionale schikking van de atomen in een bepaalde molecuul.,C0567415
5065,5541,atomen,['C0567415'],89,95,In de scheikunde verwijst een lineaire moleculaire geometrie naar moleculen waarvan alle atomen op één lijn liggen.,C0567415
5066,5542,atomen,['C0567415'],88,94,In de scheikunde verwijst een gebogen moleculaire geometrie naar moleculen waarbij drie atomen via twee bindingen verbonden zijn met elkaar en waarbij deze twee bindingen een hoek kleiner dan 180° vormen.,C0567415
5067,5543,ADHD,"['C0041671', 'C1263846']",154,158,"Leppan vocht de straf aan, door het plaatsen van een doktersrecept op Twitter waarin hij uitlegde dat de voorgeschreven medicatie, bedoeld was tegen zijn ADHD.op 11 mei werd zijn 60 dagen schorsing omgezet in een schorsing voor onbepaalde tijd, dit omdat Leppan was gearresteerd op beschuldiging van huiselijk geweld en intimideren van een getuige.",C0041671
5068,5544,schedels,['C0037303'],15,23,Daarbij werden schedels gevonden van pachycephalosauriërs.,C0037303
5069,5545,atomen,['C0567415'],118,124,Berry-mechanismeHet Berry-mechanisme of de Berry-pseudorotatie is een type moleculaire vibratie waarbij twee axiale atomen of atoomgroepen op een centraal atoom worden omgezet in twee equatoriale.,C0567415
5070,5546,anti-epilepticum,['C0003286'],85,101,"GABA-agonisten worden in de geneeskunde toegepast als slaapmiddel, kalmeringsmiddel, anti-epilepticum, pijnstiller of spierverslapper.",C0003286
5071,5547,vergroeien,['C0302142'],91,101,Het gebruik van een schietapparaat wordt sterk ontraden vanwege de kans op het scheuren of vergroeien van het kraakbeen.,C0302142
5072,5548,TBC,['C0041296'],44,47,Er was ook een speciale kinderafdeling voor TBC-patiëntjes.,C0041296
5073,5549,albino,"['C0001916', 'C0333913']",16,22,"Dit betreft een albino, een blinde krab die amper één centimeter lang is.",C0001916
5074,5550,Narcisme,['C0027401'],12,20,"Het begrip ""Narcisme"" wordt door Kohut niet beschouwd als een noodzakelijke tussenfase in de ontwikkelingslijn van het kind (waarbij het kind aanvankelijk egocentrisch en narcistisch gezien kan worden totdat het instaat is om objectliefde te ontwikkelen).",C0027401
5075,5551,uitslag,['C0015230'],73,80,"Van de bessen van manzanita kan een medicinale thee gemaakt worden tegen uitslag van gifeik (""Toxicodendron diversilobum"").",C0015230
5076,5552,DNA-onderzoek,['C0679560'],4,17,"Tot DNA-onderzoek uitwees dat de Aglianico geen enkele verwantschap vertoont met welke Griekse druif dan ook, werd lange tijd aangenomen dat deze druif oorspronkelijk uit Griekenland kwam en in de 7e en 6e eeuw voor Christus door de Grieken werd meegenomen toen zij de Tyrreense kusten veroverden.",C0679560
5077,5553,rode bloedcellen,['C0014792'],3,19,"in rode bloedcellen, waarbij het zuurstofgas (O) verdringt.",C0014792
5078,5554,kankercellen,['C0006826'],39,51,"Hoewel TNF-α apoptose kan induceren in kankercellen, heeft IL-1 deze werking doorgaans niet.",C0006826
5079,5555,plaag,['C0014499'],16,21,Een mysterieuze plaag zorgt ervoor dat in het jaar 2002 alle zoogdieren met het Y-chromosoom binnen enkele seconde plotseling sterven.,C0014499
5080,5556,chirurg,['C0038894'],50,57,"Een spoor in het onderzoek leidt naar de eminente chirurg Sir Julian Freke, een bekende neuroloog die werkzaam is in het ziekenhuis in de nabijheid van de flat van de onfortuinlijke architect.",C0038894
5081,5557,hartaanval,['C0027051'],30,40,"Helen Menken overleed aan een hartaanval tijdens een feest in de bekende club The Lambs op 27 maart 1966, 64 jaar oud.",C0027051
5082,5558,bronchusvaten,"['C0006255', 'C1278907']",50,63,In zeldzame gevallen voert het zelfs bloed af van bronchusvaten of de geslachtsorganen.,C0006255
5083,5559,polymere,['C0032521'],96,104,Verscheidene transitiemetalen - en ook enkele niet-metalen (met name fosfor en zwavel) - vormen polymere oxoanionen.,C0032521
5084,5560,atomen,['C0567415'],206,212,Deze kunnen allen worden beschreven met een transformatiematrix die werkzaam is op de coördinatenvector van een bepaald punt in de ruimte (in het geval van moleculen zijn dat de ruimtelijke posities van de atomen).,C0567415
5085,5561,ether,['C0014994'],47,52,Wel al is duidelijk dat zowel het oplosmiddel (ether of THF) als de syntheseroute (beter: de aanwezigheid van bijproducten uit de reactie) van invloed kunnen zijn op de structuur van deze verbindingen.,C0014994
5086,5562,besmettelijke ziekte,"['C0001485', 'C0009450']",114,134,"PreventoriumEen preventorium was de benaming voor een instelling of gebouw voor patiënten, die besmet waren met besmettelijke ziekte, voornamelijk tuberculose.",C0001485
5087,5563,paranoïde,['C1456784'],166,175,"In ""The Finder"" staat de Amerikaanse oud-militair Walter Sherman centraal, die in de Irakoorlog door een bermbom een hersenbeschadiging heeft opgelopen, waardoor hij paranoïde is geworden.",C1456784
5088,5564,Trichinose,['C0040896'],28,38,Hij stelde in 1846 vast dat Trichinose werd veroorzaakt door een parasiet die zich bevond in rauw of niet goed gebakken vlees.,C0040896
5089,5565,tyfus,['C0041466'],41,46,"vader overleed kort na zijn geboorte aan tyfus, tijdens de Amerikaanse Burgeroorlog.",C0041466
5090,5566,struma,['C0018021'],27,33,"Palmwier bevat jodium, wat struma (krop) helpt voorkomen.Gallen, mogelijk geproduceerd door nematoden, copepoden (roeipootkreeftjes) en bacteriën staan erom bekend dat ze zich op deze alg manifesteren.",C0018021
5091,5567,fecale incontinentie,['C0015732'],154,174,"SNM heeft bewezen een effectieve therapie te zijn voor de volgende indicaties: aandrangincontinentie, urgency-frequency, niet-obstructieve urineretentie, fecale incontinentie (ontlastingsverlies) en chronische idiopathische obstipatie.",C0015732
5092,5568,obstipatie,"['C0237326', 'C0009806']",224,234,"SNM heeft bewezen een effectieve therapie te zijn voor de volgende indicaties: aandrangincontinentie, urgency-frequency, niet-obstructieve urineretentie, fecale incontinentie (ontlastingsverlies) en chronische idiopathische obstipatie.",C0237326
5093,5569,myelodysplastisch syndroom,"['C0026985', 'C0026986', 'C1851971', 'C2713368', 'C3463824']",138,164,"Andere oorzaken zijn onder andere overmatig gebruik van alcohol / alcoholverslaving, medicatie, leverziekten, overmatig lachgasgebruik en myelodysplastisch syndroom (MDS), een vorm van leukemie.",C0026985
5094,5570,darmen,['C0017189'],113,119,Het geneesmiddel verhoogt de tonus van de onderste sluitspier van de slokdarm en versnelt de peristaltiek van de darmen en maag.,C0017189
5095,5571,coronavirus,"['C5203670', 'CL1381981']",88,99,Elsa Joubert stierf in juni 2020 in Kaapstad aan de gevolgen van een besmetting met het coronavirus.,C5203670
5096,5572,schedelmeting,['C0010275'],22,35,Een middel daartoe is schedelmeting.,C0010275
5097,5573,waterstofcarbonaat-ionen,['C2722820'],191,215,"Het gevormde koolstof-14 reageert snel met zuurstofgas in de lucht tot radioactief koolstofmonoxide en koolstofdioxide, dat ook door het water in de oceanen wordt opgelost (onder de vorm van waterstofcarbonaat-ionen).",C2722820
5098,5574,allergische,['C1690571'],119,130,"Vroeger zat er ook perubalsem in, maar dat werd in 2005 verboden voor toepassing in huidsmeersels vanwege de mogelijke allergische reacties.",C1690571
5099,5575,slagaderverharding,"['C0003850', 'C4280568']",26,44,In 1915 stierf Emmich aan slagaderverharding in Hannover.,C0003850
5100,5576,taxol,['C0144576'],64,69,Een voorbeeld hiervan wordt beschreven in de totaalsynthese van taxol (de C-ring):,C0144576
5101,5577,COVID-19,"['C5203670', 'CL1381981']",65,73,Garfield overleed in 2020 aan de gevolgen van een besmetting met COVID-19.,C5203670
5102,5578,struma,['C0018021'],88,94,Het middel wordt voornamelijk voorgeschreven bij hyperthyreoïdie met een kleine diffuse struma. ,C0018021
5103,5579,COVID-19,"['C5203670', 'CL1381981']",67,75,Deze voorspelling had vrij grote gelijkenissen met de uitbraak van COVID-19 die in 2020 Nederland bereikte.,C5203670
5104,5580,Hoest,['C0010200'],183,188,"Op 3 augustus 970 bevestigde Otto I te Bovino de schenking van zeventien hoven in Elten, Varnem, Voorthuizen, Emmerik, Kleverhamm, De Liemers, Rijnharen, Renkum, Bingerden, Groessen, Hoest, Duiven, Lienden, Leyla, Doornspijk, Thuli en Nestnachelt.",C0010200
5105,5581,tyfus,"['C0041471', 'C0041472', 'C0041473', 'C0343758']",30,35,Hij wordt ook aanroepen tegen tyfus en koorts.,C0041471
5106,5582,COVID-19,"['C5203670', 'CL1381981']",46,54,"In februari 2022 raakte de Vlaming besmet met COVID-19, waarna hij door pericarditis het klassieke voorjaar grotendeels mistte.",C5203670
5107,5583,broom,['C0006222'],71,76,De enig mogelijke behandeling van vallende ziekte was aanvankelijk met broom.,C0006222
5108,5584,leprozen,['C0023343'],47,55,Leonardus was onder meer patroonheilige van de leprozen.,C0023343
5109,5585,ziekenhuizen,['C0019994'],102,114,Deze afdeling staat onder leiding van dhr. Tom De Boeck (sinds 22/08/2016) en houdt zich bezig met de ziekenhuizen en de geestelijke gezondheidszorg.,C0019994
5110,5586,pedoseksuele,['C0030764'],107,119,"In Nederland werd chemische castratie door het Ministerie van Justitie soms als voorwaarde gesteld voordat pedoseksuele terbeschikkinggestelden geresocialiseerd mogen worden, de laatste keer was in 1955.",C0030764
5111,5587,alcohol gerelateerde problemen,['C0001956'],8,38,"De vaak alcohol gerelateerde problemen leidden ertoe dat het beheer van het gebouw in 1923 overgenomen werd door de lokale afdeling van de Nederlandsche Vereeniging tot Afschaffing van Alcoholische Dranken, het "" Goudse Drankweer Comité"".",C0001956
5112,5588,bypass,['C0010055'],106,112,"De Elana (Excimer Laser-Assisted Non-occlusive Anastomosis)-techniek, die Tulleken ontwikkelde, maakt een bypass op een bloedvat in de hersenen mogelijk zonder dat de bloedstroom onderbroken wordt.",C0010055
5113,5589,kramp,['C0232488'],28,33,"Hij wordt aangeroepen tegen krampen, doofheid en klierziekten.",C0232488
5114,5590,COVID-19,"['C5203670', 'CL1381981']",63,71,"Ook leidt Van Vugt onderzoek naar de psychologische impact van COVID-19 op werk en organisatie, resulterend in een beleidsdocument vanuit het NIP.",C5203670
5115,5591,ether,['C0014994'],37,42,De stof is onoplosbaar in ethanol en ether.,C0014994
5116,5592,Warfarine,['C0043031'],122,131,"De redenen hiervoor waren dat het middel niet beter was dan de in de Verenigde Staten veelgebruikte vitamine-K-antagonist Warfarine, dat het ongeveer vijftien keer duurder was, dat de klinische studie wellicht niet goed genoeg was uitgevoerd, en dat er geen antidotum tegen het middel bestaat.",C0043031
5117,5593,coronacrisis,"['C5203670', 'CL1381981']",56,68,"Dit was van korte duur, want de competitie werd door de coronacrisis stilgelegd en Rami speelde geen enkele competitiewedstrijd.",C5203670
5118,5594,heupen,['C0019552'],40,46,"De taillelijn ligt laag, op of onder de heupen.",C0019552
5119,5595,coronabesmetting,"['C5203670', 'CL1381981']",61,77,De Vries was ongeneeslijk ziek en is aan de gevolgen van een coronabesmetting overleden.,C5203670
5120,5596,ADHD,"['C0041671', 'C1263846']",23,27,"Bij de behandeling van ADHD kan in eerder zeldzame gevallen geopteerd worden voor het gebruik van bupropion, voornamelijk wanneer de behandeling met meerdere andere geneesmiddelen onsuccesvol gebleken is.",C0041671
5121,5597,COVID-19,"['C5203670', 'CL1381981']",94,102,Hij overleed in 2020 op 69-jarige leeftijd in een ziekenhuis in New York aan complicaties van COVID-19.,C5203670
5122,5598,hartaanval,['C0027051'],48,58,Derek Appleby stierf op 19 januari 1995 aan een hartaanval.,C0027051
5123,5599,isobutaan,['C3495387'],68,77,In 1967 toonden Bickel en Hogeveen aan dat HF-SbF in staat is H aan isobutaan te onttrekken waarbij tevens [(CH),C3495387
5124,5600,tetraparese,['C0034372'],221,232,"De bovengenoemde combinatie van de aandrijving met de armen en met de benen heeft een aantal functies: ten eerste vult de kracht van beide ledematen elkaar aan, als de kracht per lidmaat erg zwak is (bijvoorbeeld bij een tetraparese).",C0034372
5125,5601,nucleaire,['C0007610'],36,45,De nieuwe plant bevat dan naast het nucleaire DNA nog erfelijk materiaal uit de plastiden en mitochondriaal DNA (mtDNA).,C0007610
5126,5602,aminozuren,['C0002520'],42,52,P-glycoproteïne bestaat uit meer dan 1200 aminozuren.,C0002520
5127,5603,4-methoxyfenol,['C0048318'],78,92,"Er moet daarom een stabilisator aan toegevoegd worden, meestal hydrochinon of 4-methoxyfenol.",C0048318
5128,5604,polymeren,['C0032521'],52,61,"De stof wordt gebruikt als oplosmiddel voor harsen, polymeren, vetten en oliën.",C0032521
5129,5605,letsel,['C3263723'],161,167,"De driehoek van Heinrich, piramide van Heinrich, veiligheidspiramide, ongevalsdriehoek of ijsbergmodel is de verhouding die zou bestaan tussen ongevallen zonder letsel, ongevallen met licht letsel en ongevallen met ernstig letsel en dodelijke ongevallen.",C3263723
